,Unnamed: 0,movie,year,composer,domestic_total_gross,foreign_total_gross,runtime,worldwide,budget,genre,metascore,oscar,other,rating,top_15
1573,1573,Ghost Rider: Spirit of Vengeance,2012,David Sardy,51774002,80789928,95,132563930,57000000,Action,34.0,0.0,0.0,4.3,0
1574,1574,The Grey,2012,Marc Streitenfeld,51580236,25698095,117,77278331,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1575,1575,Red Tails,2012,Terence Blanchard,49876377,489000,120,50365377,58000000,Action,46.0,0.0,1.0,5.9,0
1576,1576,The Possession,2012,None,49130154,36315921,91,85446075,14000000,Horror,45.0,0.0,0.0,5.9,0
1577,1577,Diary of a Wimpy Kid: Dog Days,2012,Ed Shearmur,49008662,28103514,94,77112176,22000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1578,1578,Sinister,2012,Christopher Young,48086903,29625536,110,77712439,3000000,Horror,53.0,0.0,1.0,6.8,0
1582,1582,Savages,2012,None,47382068,35584084,130,82966152,45000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1583,1583,The Best Exotic Marigold Hotel,2012,Thomas Newman,46412041,90424115,118,136836156,10000000,Comedy,62.0,0.0,1.0,7.3,1
1584,1584,Moonrise Kingdom,2012,Alexandre Desplat,45512466,22750700,93,68263166,16000000,Adventure,84.0,0.0,1.0,7.8,0
1585,1585,Here Comes the Boom,2012,Rupert Gregson-Williams,45290318,27809854,105,73100172,42000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1586,1586,Red Dawn,2012,None,44806783,57895330,93,44806783,65000000,Action,55.0,0.0,0.0,6.4,0
1587,1587,The Three Stooges,2012,John Debney,44338224,10481077,92,54819301,30000000,Comedy,56.0,0.0,0.0,5.1,1
1588,1588,Resident Evil: Retribution,2012,tomandandy,42345531,197658893,95,240004424,65000000,Action,39.0,0.0,1.0,5.4,0
1589,1589,The Cabin in the Woods,2012,David Julyan,42073277,24412803,95,66486080,30000000,Comedy,72.0,0.0,1.0,7.0,0
1590,1590,What to Expect When You're Expecting,2012,Mark Mothersbaugh,41152203,43231799,110,84384002,40000000,Comedy,41.0,0.0,0.0,5.7,0
1593,1593,End of Watch,2012,David Sardy,41003371,7123013,109,48126384,7000000,Action,68.0,0.0,1.0,7.6,0
1594,1594,Rock of Ages,2012,None,38518613,20900000,123,59418613,75000000,Comedy,47.0,0.0,1.0,5.9,0
1595,1595,Abraham Lincoln: Vampire Hunter,2012,Henry Jackman,37519139,78952441,105,116471580,69000000,Action,42.0,0.0,0.0,5.9,0
1596,1596,Lawless,2012,Warren Ellis,37400127,16276453,115,53676580,26000000,Crime,58.0,0.0,1.0,7.3,0
1597,1597,The Guilt Trip,2012,Christophe Beck,37134215,4729511,95,41863726,40000000,Comedy,50.0,0.0,0.0,5.8,1
1598,1598,That's My Boy,2012,Rupert Gregson-Williams,36931089,20788004,114,57719093,70000000,Comedy,31.0,0.0,1.0,5.6,0
1599,1599,Trouble with the Curve,2012,Marco Beltrami,35763137,13200000,111,48963137,45000000,Drama,58.0,0.0,1.0,6.8,0
1600,1600,The Watch,2012,Christophe Beck,35353000,32914862,102,68267862,68000000,Action,36.0,0.0,0.0,5.7,1
1601,1601,Frankenweenie,2012,Danny Elfman,35291068,46200000,87,81491068,39000000,Animation,74.0,0.0,1.0,7.0,1
1602,1602,Step Up Revolution,2012,Aaron Zigman,35074677,105396069,100,140470746,33000000,Drama,43.0,0.0,0.0,6.5,0
1603,1603,Tyler Perry's Good Deeds,2012,Aaron Zigman,35025791,553000,129,35578791,14000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1606,1606,2016 Obama's America,2012,None,33449086,57895330,89,120072577,45000000,Documentary,53.93963254593176,0.0,0.0,6.504237288135598,0
1607,1607,House at the End of The Street,2012,Theo Green,31611916,12675215,101,44287131,10000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1608,1608,The Pirates! Band of Misfits,2012,Theodore Shapiro,31051126,92002915,88,123054041,55000000,Animation,53.93963254593176,0.0,0.0,6.7,0
1609,1609,Joyful Noise,2012,Mervyn Warren,30932113,226000,118,31158113,27500000,Comedy,44.0,0.0,0.0,5.8,0
1610,1610,Chimpanzee,2012,None,28972764,5851000,78,34823764,45000000,Documentary,57.0,0.0,0.0,7.2,0
1611,1611,The Five-Year Engagement,2012,None,28835528,25074223,124,53909751,30000000,Comedy,62.0,0.0,0.0,6.2,0
1612,1612,The Hunger Games: Catching Fire,2013,James Newton Howard,424668047,440343699,146,865011746,130000000,Action,76.0,0.0,1.0,7.5,1
1613,1613,Iron Man 3,2013,Brian Tyler,409013994,805797258,129,1214811252,200000000,Action,62.0,0.0,1.0,7.2,1
1614,1614,Frozen,2013,Christophe Beck,400738009,875742326,108,1276480335,150000000,Animation,74.0,1.0,1.0,7.5,1
1615,1615,Despicable Me 2,2013,Heitor Pereira,368061265,602700620,98,970761885,76000000,Animation,62.0,0.0,1.0,7.4,0
1616,1616,Man of Steel,2013,Hans Zimmer,291045518,377000000,143,668045518,225000000,Action,55.0,0.0,1.0,7.1,1
1617,1617,Gravity,2013,Steven Price,274092705,449100000,91,723192705,100000000,Drama,96.0,1.0,1.0,7.7,0
1618,1618,Monsters University,2013,Randy Newman,268492764,475736673,107,744229437,45000000,Animation,65.0,0.0,1.0,7.3,0
1619,1619,The Hobbit: The Desolation of Smaug,2013,Howard Shore,258366855,700000000,161,958366855,45000000,Adventure,66.0,0.0,1.0,7.9,1
1620,1620,Fast & Furious 6,2013,Lucas Vidal,238679850,550000000,130,788679850,160000000,Action,61.0,0.0,1.0,7.1,0
1621,1621,Oz The Great and Powerful,2013,Danny Elfman,234911825,258400000,127,493311825,215000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
1622,1622,Star Trek Into Darkness,2013,Michael Giacchino,228778661,238602808,123,467381469,190000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
1623,1623,Thor: The Dark World,2013,Brian Tyler,206362140,438209262,120,644571402,170000000,Action,54.0,0.0,1.0,7.0,1
1624,1624,World War Z,2013,None,202359711,337648165,116,540007876,190000000,Action,63.0,0.0,1.0,7.0,0
1625,1625,The Croods,2013,Alan Silvestri,187168425,400036243,98,587204668,135000000,Animation,55.0,0.0,1.0,7.2,1
1626,1626,The Heat,2013,None,159582188,70348583,117,229930771,43000000,Action,60.0,0.0,1.0,6.6,0
1627,1627,We're the Millers,2013,Theodore Shapiro,150394119,119600000,110,269994119,37000000,Comedy,44.0,0.0,1.0,7.0,0
1628,1628,American Hustle,2013,Danny Elfman,150117807,101054000,138,251171807,40000000,Crime,90.0,0.0,1.0,7.3,1
1629,1629,The Great Gatsby,2013,None,144840419,208801476,143,353641895,105000000,Drama,55.0,1.0,1.0,7.3,0
1630,1630,The Conjuring,2013,Joseph Bishara,137400141,182094497,112,319494638,20000000,Horror,68.0,0.0,1.0,7.5,0
1631,1631,Identity Thief,2013,Christopher Lennertz,134506920,39458090,111,173965010,35000000,Comedy,35.0,0.0,1.0,5.7,0
1632,1632,Grown Ups 2,2013,None,133668525,113315753,101,246984278,80000000,Comedy,19.0,0.0,1.0,5.4,0
1633,1633,The Wolverine,2013,Marco Beltrami,132556852,282271394,126,414828246,120000000,Action,61.0,0.0,1.0,6.7,0
1634,1634,Anchorman 2: The Legend Continues,2013,None,127352707,46296308,119,173649015,50000000,Comedy,61.0,0.0,1.0,6.3,0
1635,1635,Lone Survivor,2013,None,125095601,29707311,121,154802912,40000000,Action,60.0,0.0,1.0,7.5,0
1636,1636,G.I. Joe: Retaliation,2013,Henry Jackman,122523060,253217645,99,375740705,130000000,Action,41.0,0.0,1.0,5.8,0
1637,1637,Cloudy with a Chance of Meatballs 2,2013,Mark Mothersbaugh,119793567,154532382,95,274325949,78000000,Animation,59.0,0.0,0.0,6.4,0
1638,1638,Now You See Me,2013,Brian Tyler,117723989,234000000,116,351723989,75000000,Crime,50.0,0.0,1.0,7.3,1
1639,1639,The Wolf of Wall Street,2013,Howard Shore,116900694,275100000,180,392000694,100000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
1640,1640,Lee Daniels' The Butler,2013,None,116632095,59966813,132,176598908,30000000,Biography,66.0,0.0,1.0,7.2,0
1641,1641,The Hangover Part III,2013,Christophe Beck,112200072,249800000,100,362000072,103000000,Comedy,30.0,0.0,1.0,5.8,1
1642,1642,Epic,2013,Danny Elfman,107518682,160907952,102,268426634,100000000,Animation,52.0,0.0,1.0,6.7,1
1643,1643,Captain Phillips,2013,Henry Jackman,107100855,111690956,134,218791811,55000000,Biography,83.0,0.0,1.0,7.8,0
1644,1644,Jackass Presents: Bad Grandpa,2013,None,102003019,49828518,93,151831537,15000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1645,1645,Pacific Rim,2013,Ramin Djawadi,101802906,309200000,131,411002906,190000000,Action,65.0,0.0,1.0,6.9,0
1646,1646,This is the End,2013,Henry Jackman,101470202,24571120,107,126041322,32000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1647,1647,Olympus Has Fallen,2013,Trevor Morris,98925640,71344561,120,170270201,70000000,Action,41.0,0.0,1.0,6.5,0
1648,1648,42,2013,Mark Isham,95020213,57895330,128,120072577,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1649,1649,Elysium,2013,None,93050117,193090583,109,286140700,115000000,Action,61.0,0.0,1.0,6.6,0
1650,1650,Planes,2013,Mark Mancina,90288712,148970000,92,239258712,50000000,Animation,39.0,0.0,0.0,5.7,0
1651,1651,The Lone Ranger,2013,Hans Zimmer,89302115,171200000,149,260502115,215000000,Action,37.0,0.0,1.0,6.4,1
1652,1652,Oblivion,2013,None,89107235,197061337,125,286168572,120000000,Action,54.0,0.0,0.0,7.0,0
1653,1653,Insidious Chapter 2,2013,Joseph Bishara,83586447,78332871,105,161919318,5000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1654,1654,Saving Mr. Banks,2013,Thomas Newman,83301580,34566404,120,117867984,35000000,Biography,65.0,0.0,1.0,7.5,1
1655,1655,Turbo,2013,Henry Jackman,83028128,199542554,96,282570682,135000000,Animation,58.0,0.0,1.0,6.5,0
1656,1656,2 Guns,2013,Clinton Shorter,75612460,56327951,109,131940411,61000000,Action,55.0,0.0,1.0,6.7,0
1657,1657,White House Down,2013,Thomas Wander,73103784,132262953,137,205366737,150000000,Action,52.0,0.0,1.0,6.4,0
1658,1658,Mama,2013,None,71628180,74800000,100,146428180,15000000,Horror,57.0,0.0,1.0,6.2,0
1659,1659,Safe Haven,2013,Deborah Lurie,71349120,26245020,115,97594140,28000000,Drama,34.0,0.0,1.0,6.7,0
1660,1660,The Smurfs 2,2013,Heitor Pereira,71017784,276527576,105,347545360,105000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1661,1661,The Best Man Holiday,2013,None,70525195,2310515,122,72835710,17000000,Comedy,59.0,0.0,1.0,6.7,0
1662,1662,Percy Jackson: Sea of Monsters,2013,Andrew Lockington,68559554,131290761,106,199850315,90000000,Adventure,39.0,0.0,1.0,5.9,0
1663,1663,A Good Day to Die Hard,2013,Marco Beltrami,67349198,237304984,97,304654182,92000000,Action,28.0,0.0,1.0,5.3,0
1664,1664,Warm Bodies,2013,Marco Beltrami,66380662,50600000,97,116980662,35000000,Comedy,60.0,0.0,1.0,6.9,0
1665,1665,Jack the Giant Slayer,2013,John Ottman,65187603,132500000,114,197687603,195000000,Adventure,51.0,0.0,1.0,6.3,0
1666,1666,The Purge,2013,Nathan Whitehead,64473115,24855512,85,89328627,3000000,Horror,41.0,0.0,1.0,5.7,0
1667,1667,Last Vegas,2013,Mark Mothersbaugh,63914167,70488283,90,134402450,28000000,Comedy,48.0,0.0,1.0,6.6,0
1668,1668,Ender's Game,2013,None,61737191,63800000,114,125537191,110000000,Action,51.0,0.0,1.0,6.7,0
1669,1669,Prisoners,2013,Johann Johannsson,61002302,61124385,146,122126687,46000000,Crime,74.0,0.0,1.0,8.1,0
1670,1670,After Earth,2013,James Newton Howard,60522097,183321030,100,243843127,130000000,Action,33.0,0.0,1.0,4.9,1
1671,1671,The Secret Life of Walter Mitty,2013,Theodore Shapiro,58236838,129896484,114,188133322,90000000,Adventure,54.0,0.0,1.0,7.3,0
1672,1672,Escape From Planet Earth,2013,Aaron Zigman,57012977,17584666,89,74597643,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1673,1673,12 Years a Slave,2013,Hans Zimmer,56671993,131061209,133,187733202,20000000,Biography,96.0,1.0,1.0,8.1,1
1674,1674,Free Birds,2013,None,55750480,54636592,90,110387072,55000000,Animation,38.0,0.0,0.0,5.9,0
1675,1675,Hansel and Gretel: Witch Hunters,2013,Atli Orvarsson,55703475,170646274,88,226349749,50000000,Comedy,53.93963254593176,0.0,0.0,7.2,0
1676,1676,Evil Dead,2013,None,54239856,43303096,91,97542952,17000000,Fantasy,57.0,0.0,1.0,6.5,0
1677,1677,Red 2,2013,Alan Silvestri,53262560,94813005,116,148075565,84000000,Animation,53.93963254593176,0.0,0.0,4.5,1
1678,1678,Tyler Perry's A Madea Christmas,2013,Christopher Young,52543354,853000,105,53396354,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1679,1679,Tyler Perry's Temptation: Confessions of a Marriage Counselor,2013,Aaron Zigman,51975354,1150000,111,53125354,45000000,missing,53.93963254593176,0.0,0.0,4.5,0
1680,1680,The Call,2013,None,51872378,16700000,95,68572378,13000000,Crime,51.0,0.0,1.0,6.7,0
1681,1681,Pain and Gain,2013,Steve Jablonsky,49875291,36300000,129,86175291,26000000,Documentary,53.93963254593176,0.0,0.0,6.504237288135598,0
1682,1682,Gangster Squad,2013,Steve Jablonsky,46000903,59200000,113,105200903,60000000,Action,40.0,0.0,0.0,6.7,0
1683,1683,Jurassic Park 3D,2013,None,402453882,71100000,127,473553882,10000000,Talk-Show,53.93963254593176,0.0,0.0,5.4,0
1684,1684,The Internship,2013,Christophe Beck,44672764,48820080,119,93492844,58000000,Comedy,42.0,0.0,0.0,6.3,1
1685,1685,Instructions Not Included,2013,None,44467206,54600000,115,99067206,45000000,Comedy,55.0,0.0,1.0,7.6,0
1686,1686,Snitch,2013,None,42930462,57895330,112,42930462,15000000,Action,51.0,0.0,0.0,6.5,0
1687,1687,Riddick,2013,None,42025135,56312160,119,98337295,38000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1688,1688,A Haunted House,2013,None,40041683,20100000,80,60141683,2500000,Comedy,20.0,0.0,1.0,5.1,0
1689,1689,47 Ronin,2013,Ilan Eshkeri,38362475,113421364,127,151783839,175000000,Action,28.0,0.0,0.0,6.3,0
1690,1690,August: Osage County,2013,None,37738810,36450127,130,74188937,25000000,Drama,58.0,0.0,1.0,7.2,0
1691,1691,Philomena,2013,Alexandre Desplat,37709979,62419893,95,100129872,12000000,Biography,77.0,0.0,1.0,7.6,0
1692,1692,The Family,2013,None,36918811,41500000,112,78418811,30000000,Comedy,42.0,0.0,0.0,6.3,0
1693,1693,Walking with Dinosaurs,2013,None,36076121,90470397,87,126546518,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1694,1694,Carrie,2013,None,35266619,49524059,92,84790678,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1695,1695,Texas Chainsaw 3D,2013,John Frizzell,34341945,12900000,92,47241945,20000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1696,1696,R.I.P.D.,2013,Christophe Beck,33618855,44705365,96,78324220,130000000,Action,25.0,0.0,0.0,5.6,1
1697,1697,Blue Jasmine,2013,None,33405481,64100000,98,97505481,18000000,Drama,78.0,1.0,1.0,7.3,0
1698,1698,Kevin Hart: Let Me Explain,2013,None,32244051,74000,75,32318051,2500000,Documentary,53.0,0.0,1.0,6.8,0
1699,1699,Side Effects,2013,Thomas Newman,32172757,31200000,106,63372757,30000000,Crime,75.0,0.0,0.0,7.1,1
1700,1700,Scary Movie 5,2013,None,32015787,46362957,85,78378744,20000000,Comedy,11.0,0.0,0.0,3.5,0
1701,1701,The Mortal Instruments: City of Bones,2013,Atli Orvarsson,31165421,64231152,120,95396573,60000000,Action,33.0,0.0,1.0,5.9,0
1702,1702,Delivery Man,2013,Jon Brion,30664106,19320590,105,49984696,26000000,Comedy,44.0,0.0,0.0,6.4,0
1703,1703,Grudge Match,2013,Trevor Rabin,29807260,15100000,113,44907260,40000000,Comedy,35.0,0.0,1.0,6.4,0
1704,1704,One Direction: This is Us,2013,None,28873374,39659524,92,68532898,10000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1705,1705,Kick-Ass 2,2013,Henry Jackman,28795985,32000000,103,60795985,28000000,Action,41.0,0.0,1.0,6.6,0
1706,1706,Dallas Buyers Club,2013,None,27298285,27900000,117,55198285,5000000,Biography,84.0,1.0,1.0,8.0,0
1707,1707,Rush,2013,Hans Zimmer,26947624,63300000,123,90247624,38000000,Action,75.0,0.0,1.0,8.1,1
1708,1708,The Host,2013,None,26627201,36700000,125,63327201,40000000,Action,35.0,0.0,1.0,5.9,0
1709,1709,The World's End,2013,Steven Price,26004851,20084436,109,46089287,20000000,Action,81.0,0.0,1.0,7.0,0
1710,1710,21 and Over,2013,Lyle Workman,25682380,22383292,93,48065672,13000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1711,1711,Her,2013,None,25568251,21783000,120,47351251,23000000,Drama,90.0,1.0,1.0,8.0,0
1712,1712,American Sniper,2014,None,350126372,197300000,132,547426372,58800000,Action,72.0,1.0,1.0,7.3,0
1713,1713,The Hunger Games: Mockingjay - Part 1,2014,James Newton Howard,337135885,418220826,123,755356711,125000000,Action,64.0,0.0,1.0,6.7,1
1714,1714,Guardians of the Galaxy,2014,Tyler Bates,333176600,440152029,121,773328629,170000000,Action,76.0,0.0,1.0,8.1,0
1715,1715,Captain America: The Winter Soldier,2014,Henry Jackman,259766572,454497695,136,714264267,170000000,Action,70.0,0.0,1.0,7.8,0
1716,1716,The LEGO Movie,2014,None,257760692,211400000,100,469160692,60000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1717,1717,The Hobbit: The Battle of the Five Armies,2014,Howard Shore,255119788,700900000,144,956019788,45000000,Adventure,59.0,0.0,1.0,7.4,1
1718,1718,Transformers: Age of Extinction,2014,Steve Jablonsky,245439076,858614996,165,1104054072,210000000,Action,32.0,0.0,1.0,5.7,0
1719,1719,Maleficent,2014,James Newton Howard,241410378,517129407,97,758539785,180000000,Action,56.0,0.0,1.0,7.0,1
1720,1720,X-Men: Days of Future Past,2014,John Ottman,233921534,513941241,131,747862775,200000000,Action,75.0,0.0,1.0,8.0,0
1721,1721,Big Hero 6,2014,Henry Jackman,222527828,435290784,108,657818612,165000000,Animation,74.0,1.0,1.0,7.8,0
1722,1722,Dawn of the Planet of the Apes,2014,Michael Giacchino,208545589,502098977,130,710644566,170000000,Action,79.0,0.0,1.0,7.6,1
1723,1723,The Amazing Spider-Man 2,2014,Hans Zimmer,202853933,506128390,142,708982323,45000000,Action,53.0,0.0,1.0,6.7,1
1726,1726,22 Jump Street,2014,Mark Mothersbaugh,191719337,139614539,112,331333876,50000000,Action,71.0,0.0,1.0,7.0,0
1727,1727,Teenage Mutant Ninja Turtles,2014,Brian Tyler,191204754,302128830,101,493333584,125000000,Action,31.0,0.0,1.0,5.8,1
1728,1728,Interstellar,2014,Hans Zimmer,188020017,489443796,169,677463813,165000000,Adventure,74.0,1.0,1.0,8.6,1
1729,1729,How to Train Your Dragon 2,2014,John Powell,177002924,444534595,105,621537519,145000000,Animation,76.0,0.0,1.0,7.8,0
1730,1730,Gone Girl,2014,Atticus Ross,167767189,201563174,145,369330363,61000000,Crime,79.0,0.0,1.0,8.1,0
1731,1731,Divergent,2014,Junkie XL,150947895,137937923,143,288885818,85000000,Adventure,48.0,0.0,1.0,6.7,0
1732,1732,Neighbors,2014,None,150157400,120507734,96,270665134,18000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1733,1733,Ride Along,2014,Christopher Lennertz,134938200,19530702,100,154468902,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1734,1734,Rio 2,2014,John Powell,131538435,368563537,101,500101972,103000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1735,1735,Into the Woods,2014,None,128002372,85114029,124,213116401,50000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1736,1736,Lucy,2014,None,126663600,336696463,90,463360063,40000000,Action,61.0,0.0,1.0,6.4,0
1737,1737,The Fault in our Stars,2014,None,124872350,182294484,125,307166834,12000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1738,1738,Unbroken,2014,Alexandre Desplat,115637895,47805042,137,163442937,65000000,Biography,59.0,0.0,1.0,7.2,0
1739,1739,Night at the Museum: Secret of the Tomb,2014,Alan Silvestri,113746621,249458014,97,363204635,127000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
1740,1740,Mr. Peabody & Sherman,2014,Danny Elfman,111506430,164191609,90,275698039,145000000,Animation,59.0,0.0,1.0,6.8,1
1741,1741,300: Rise of An Empire,2014,Junkie XL,106580051,231000000,102,337580051,110000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1742,1742,The Maze Runner,2014,John Paesano,102427862,245891999,113,348319861,34000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1743,1743,The Equalizer,2014,Harry Gregson-Williams,101530738,90800000,128,192330738,55000000,Action,57.0,0.0,1.0,7.2,0
1744,1744,Noah,2014,Clint Mansell,101200044,261437429,138,362637473,125000000,Action,68.0,0.0,1.0,5.8,0
1745,1745,Edge of Tomorrow,2014,Christophe Beck,100206256,270335000,113,370541256,178000000,Action,71.0,0.0,1.0,7.9,1
1746,1746,Non-Stop,2014,John Ottman,92168600,130641000,110,222809600,50000000,Action,56.0,0.0,0.0,7.0,0
1747,1747,Heaven is for Real,2014,Nick Glennie-Smith,91443253,9889709,100,101332962,12000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1748,1748,The Imitation Game,2014,Alexandre Desplat,91125683,142430025,114,233555708,15000000,Biography,73.0,1.0,1.0,8.0,0
1749,1749,Dumb and Dumber To,2014,None,86208010,83629000,110,169837010,40000000,Adventure,36.0,0.0,1.0,5.6,0
1750,1750,Annie,2014,None,85911262,47910554,118,133821816,65000000,Comedy,33.0,0.0,1.0,5.3,0
1751,1751,Fury,2014,Steven Price,85817906,126000000,134,211817906,68000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1752,1752,Tammy,2014,None,84525432,16000000,96,100525432,20000000,Comedy,39.0,0.0,1.0,4.9,0
1753,1753,Annabelle,2014,Joseph Bishara,84273813,172773848,95,257047661,6500000,Horror,37.0,0.0,1.0,5.4,0
1754,1754,The Other Woman,2014,Aaron Zigman,83911193,112799203,109,196710396,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1755,1755,Penguins of Madagascar,2014,None,83350911,289664710,92,373015621,132000000,Animation,53.0,0.0,1.0,6.7,0
1756,1756,Let's Be Cops,2014,Christophe Beck,82390774,55834177,104,138224951,17000000,Comedy,30.0,0.0,0.0,6.5,1
1757,1757,The Monuments Men,2014,Alexandre Desplat,78031620,76952415,110,154984035,70000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1760,1760,The Purge: Anarchy,2014,Nathan Whitehead,71962800,39965565,103,111928365,9000000,Action,50.0,0.0,1.0,6.5,0
1761,1761,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Christophe Beck,66954149,34425138,81,101379287,28000000,Comedy,54.0,0.0,1.0,6.2,1
1762,1762,Think Like a Man Too,2014,Christopher Lennertz,65182182,4999246,106,70181428,24000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1763,1763,Exodus: Gods and Kings,2014,Alberto Iglesias,65014513,203161118,150,268175631,140000000,Action,52.0,0.0,0.0,6.0,0
1764,1764,The Nut Job,2014,Paul Intson,64251541,56633986,86,120885527,42000000,Animation,37.0,0.0,1.0,5.8,0
1765,1765,God's Not Dead,2014,None,60755732,3912142,113,64667874,2000000,Drama,16.0,0.0,0.0,4.8,0
1766,1766,Son of God,2014,Hans Zimmer,59700064,8100000,138,67800064,22000000,Biography,37.0,0.0,1.0,5.7,1
1767,1767,The Grand Budapest Hotel,2014,Alexandre Desplat,59301324,115500000,100,174801324,25000000,Adventure,88.0,1.0,1.0,8.1,0
1768,1768,Planes: Fire & Rescue,2014,Mark Mancina,59165787,92220853,83,151386640,50000000,Animation,48.0,0.0,0.0,6.0,0
1769,1769,RoboCop,2014,None,58607007,184081958,108,242688965,100000000,Action,67.0,0.0,1.0,7.5,0
1770,1770,Dracula Untold,2014,Ramin Djawadi,56280355,160843925,92,217124280,70000000,Action,40.0,0.0,1.0,6.3,0
1771,1771,Horrible Bosses 2,2014,Christopher Lennertz,54445357,53225000,108,107670357,42000000,Comedy,40.0,0.0,1.0,6.3,0
1772,1772,The Hundred-Foot Journey,2014,None,54240821,34640000,122,88880821,22000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1773,1773,No Good Deed,2014,Paul Haslinger,52543632,1779578,84,54323210,13200000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1774,1774,Selma,2014,None,52076908,14711000,127,66787908,20000000,Biography,89.0,1.0,1.0,7.5,0
1775,1775,Muppets Most Wanted,2014,Christophe Beck,51183113,29200177,112,80383290,50000000,Adventure,61.0,0.0,1.0,6.4,1
1776,1776,Ouija,2014,None,50856010,52734261,89,103590271,5000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1777,1777,The Boxtrolls,2014,Dario Marianelli,50837305,58447728,97,109285033,60000000,Animation,61.0,0.0,1.0,6.8,0
1778,1778,Jack Ryan: Shadow Recruit,2014,Patrick Doyle,50577412,84933618,100,135511030,60000000,Action,57.0,0.0,0.0,6.2,0
1779,1779,If I Stay,2014,Heitor Pereira,50474843,28400000,106,78874843,11000000,Drama,46.0,0.0,1.0,6.8,0
1780,1780,The Book of Life,2014,None,50151543,49632013,95,99783556,50000000,Animation,67.0,0.0,1.0,7.3,0
1781,1781,About Last Night,2014,Marcus Miller,48637684,365000,100,49002684,12500000,Comedy,62.0,0.0,0.0,6.1,0
1782,1782,Into The Storm,2014,Brian Tyler,47602194,114100000,89,161702194,50000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
1783,1783,The Judge,2014,Thomas Newman,47119388,37300000,141,84419388,50000000,Crime,48.0,0.0,1.0,7.4,1
1784,1784,Jersey Boys,2014,None,47047013,20622000,134,67669013,40000000,Biography,54.0,0.0,1.0,6.8,0
1785,1785,Blended,2014,None,46294610,81740000,117,128034610,40000000,Comedy,31.0,0.0,1.0,6.5,0
1786,1786,The Giver,2014,Marco Beltrami,45090374,21890082,91,66980456,25000000,Drama,47.0,0.0,1.0,6.5,0
1787,1787,St. Vincent,2014,Theodore Shapiro,44137712,10699522,103,54837234,13000000,Comedy,64.0,0.0,1.0,7.3,0
1788,1788,Need for Speed,2014,Nathan Furst,43577636,159700000,130,203277636,66000000,Action,39.0,0.0,1.0,6.5,0
1789,1789,A Million Ways to Die in the West,2014,None,43139300,44050456,116,87189756,40000000,Comedy,44.0,0.0,0.0,6.1,0
1790,1790,John Wick,2014,None,43037835,45723826,96,88761661,20000000,Action,68.0,0.0,1.0,7.3,0
1791,1791,Birdman,2014,None,42340598,60874496,119,103215094,18000000,Drama,88.0,1.0,1.0,7.7,0
1792,1792,Dolphin Tale 2,2014,Rachel Portman,42024533,15800000,107,57824533,36000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
1793,1793,The Expendables 3,2014,Brian Tyler,39322544,175335033,103,214657577,100000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
