,Unnamed: 0,movie,year,composer,domestic_total_gross,foreign_total_gross,runtime,worldwide,budget,genre,metascore,oscar,other,rating,top_15
0,0,Titanic,1997,James Horner,659363944,1528100000,194,2187463944,200000000,Drama,75.0,1.0,1.0,7.8,1
1,1,Men in Black,1997,Danny Elfman,250690539,338700000,97,589390539,90000000,Adventure,71.0,1.0,1.0,7.3,1
2,2,The Lost World: Jurassic Park,1997,John Williams,229086679,389552320,129,618638999,73000000,Action,59.0,1.0,1.0,6.5,1
3,3,Liar Liar,1997,John Debney,181410615,121300000,86,302710615,45000000,Comedy,70.0,0.0,1.0,6.9,1
4,4,Air Force One,1997,Jerry Goldsmith,172956409,142200000,124,315156409,85000000,Action,61.0,0.0,1.0,6.5,1
5,5,As Good as It Gets,1997,Hans Zimmer,148478011,165700000,139,314178011,50000000,Comedy,67.0,1.0,1.0,7.7,1
6,6,Good Will Hunting,1997,Danny Elfman,138433435,87500000,126,225933435,10000000,Drama,70.0,1.0,1.0,8.3,1
7,7,My Best Friend's Wedding,1997,James Newton Howard,127120029,172168576,105,299288605,38000000,Comedy,50.0,0.0,1.0,6.3,1
8,8,Tomorrow Never Dies,1997,David Arnold,125304276,207706792,119,333011068,110000000,Action,52.0,0.0,1.0,6.5,0
9,9,Face/Off,1997,John Powell,112276146,133400000,138,245676146,80000000,Action,82.0,0.0,1.0,7.3,0
10,10,Batman and Robin,1997,Elliot Goldenthal,107325195,130881927,125,238207122,125000000,Action,28.0,0.0,1.0,3.7,0
11,11,George of the Jungle,1997,Marc Shaiman,105263257,69200000,92,174463257,55000000,Action,53.0,0.0,1.0,5.4,0
12,12,Scream 2,1997,Marco Beltrami,101363301,71000000,120,172363301,24000000,Horror,63.0,0.0,1.0,6.1,0
13,13,Con Air,1997,Trevor Rabin,101117573,122894661,115,224012234,75000000,Action,52.0,0.0,1.0,6.8,0
14,14,Contact,1997,Alan Silvestri,100920329,70200000,150,171120329,90000000,Drama,62.0,0.0,1.0,7.4,1
15,15,Hercules,1997,Alan Menken,99112101,153600000,92,252712101,85000000,Animation,74.0,0.0,1.0,7.3,0
17,17,Flubber,1997,Danny Elfman,92977226,85000000,93,177977226,80000000,Comedy,37.0,0.0,1.0,5.2,1
18,18,Conspiracy Theory,1997,Carter Burwell,75982834,61000000,129,136982834,80000000,Action,49.0,0.0,1.0,6.7,0
19,19,I Know What You Did Last Summer,1997,John Debney,72586134,53000000,101,125586134,17000000,Action,52.0,0.0,1.0,5.7,1
20,20,Dante's Peak,1997,John Frizzell,67127760,111000000,109,178127760,116000000,Action,43.0,0.0,1.0,5.9,0
21,21,Anaconda,1997,Randy Edelman,65885767,71000000,89,136885767,45000000,Action,37.0,0.0,1.0,4.7,0
22,22,L.A. Confidential,1997,Jerry Goldsmith,64616940,61600000,138,126216940,35000000,Crime,90.0,1.0,1.0,8.3,1
23,23,In & Out,1997,Marc Shaiman,63856929,57895330,92,120072577,35000000,Comedy,70.0,0.0,1.0,6.3,0
24,24,The Fifth Element,1997,None,63820180,200100000,126,263920180,95000000,Action,52.0,0.0,1.0,7.7,0
25,25,Mousehunt,1997,Alan Silvestri,61917389,60500000,97,122417389,38000000,Comedy,54.0,0.0,1.0,6.4,1
26,26,The Saint,1997,Graeme Revell,61363304,56700000,118,118063304,90000000,Action,53.93963254593176,0.0,0.0,4.9,0
27,27,The Devil's Advocate,1997,James Newton Howard,60944660,92000000,144,152944660,45000000,Drama,60.0,0.0,1.0,7.5,1
28,28,Kiss the Girls,1997,Mark Isham,60527873,57895330,117,120072577,27000000,Drama,46.0,0.0,0.0,6.6,0
29,29,Jungle 2 Jungle,1997,None,59927618,57895330,105,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,5.1,0
30,30,Anastasia,1997,None,58406347,81398001,94,139804348,53000000,Animation,59.0,0.0,1.0,7.1,0
31,31,The Jackal,1997,Carter Burwell,54930280,104400000,125,159330280,60000000,Action,36.0,0.0,1.0,6.4,0
32,32,Spawn,1997,Graeme Revell,54870175,32969867,93,87840042,40000000,Action,34.0,0.0,1.0,5.2,0
33,33,Starship Troopers,1997,None,54814377,66400000,130,121214377,105000000,Action,51.0,0.0,1.0,7.2,0
34,34,Austin Powers: International Man of Mystery,1997,None,53883989,13800000,100,67683989,16500000,Adventure,51.0,0.0,1.0,7.0,0
35,35,Breakdown,1997,None,50159144,57895330,93,120072577,36000000,Action,73.0,0.0,1.0,6.9,0
36,36,Absolute Power,1997,None,50068310,57895330,121,120072577,50000000,Action,52.0,0.0,0.0,6.7,0
37,37,Volcano,1997,Alan Silvestri,49323468,73500000,104,122823468,90000000,Action,55.0,0.0,1.0,5.4,1
38,38,Speed 2: Cruise Control,1997,Mark Mancina,48608066,115900000,121,164508066,160000000,Action,23.0,0.0,1.0,3.8,0
39,39,The Game,1997,Howard Shore,48323648,61100000,128,109423648,50000000,Drama,61.0,0.0,0.0,7.8,1
40,40,G.I. Jane,1997,Trevor Jones,48169156,57895330,125,120072577,50000000,Action,62.0,0.0,1.0,5.9,0
41,41,Alien Resurrection,1997,John Frizzell,47795658,113580410,109,161376068,75000000,Action,63.0,0.0,1.0,6.2,0
42,42,The Full Monty,1997,None,45950122,211988527,91,257938649,3500000,Comedy,75.0,1.0,1.0,7.2,0
43,43,The Rainmaker,1997,Elmer Bernstein,45916769,57895330,110,120072577,40000000,Crime,72.0,0.0,1.0,7.1,0
44,44,Bean,1997,None,45319423,205893247,90,251212670,18000000,Adventure,52.0,0.0,1.0,6.4,0
45,45,Cop Land,1997,Howard Shore,44862187,57895330,105,120072577,15000000,Crime,64.0,0.0,1.0,6.9,1
46,46,Nothing to Lose,1997,None,44480039,57895330,97,120072577,25000000,Action,53.93963254593176,0.0,1.0,6.7,0
47,47,Amistad,1997,John Williams,44229441,57895330,152,120072577,36000000,Drama,63.0,0.0,1.0,7.3,1
48,48,Soul Food,1997,None,43700855,57895330,114,120072577,7500000,Comedy,68.0,0.0,1.0,7.0,0
49,49,Wag the Dog,1997,Mark Knopfler,43061945,21194568,110,64256513,15000000,Comedy,73.0,0.0,1.0,7.1,0
50,50,The Devil's Own,1997,James Horner,42868348,97939199,111,140807547,90000000,Action,53.0,0.0,0.0,6.1,1
51,51,Donnie Brasco,1997,Patrick Doyle,41909762,83000000,115,124909762,35000000,Biography,76.0,0.0,1.0,7.8,0
52,52,The Peacemaker,1997,Hans Zimmer,41263140,69200000,124,110463140,50000000,Action,43.0,0.0,0.0,5.9,1
53,53,Private Parts,1997,None,41230799,57895330,108,120072577,28000000,Biography,67.0,0.0,1.0,6.8,0
54,54,Money Talks,1997,None,40922619,7484992,95,48407611,25000000,Action,53.93963254593176,0.0,0.0,6.2,0
55,55,Jackie Brown,1997,None,39673162,57895330,151,120072577,12000000,Crime,64.0,0.0,1.0,7.5,0
56,56,Seven Years in Tibet,1997,John Williams,37957682,93500000,131,131457682,70000000,Adventure,55.0,0.0,1.0,7.0,1
57,57,Vegas Vacation,1997,None,36400360,57895330,95,120072577,45000000,Comedy,20.0,0.0,0.0,5.9,0
58,58,Mortal Kombat: Annihilation,1997,None,35927406,15449455,91,51376861,30000000,Action,11.0,0.0,0.0,3.7,0
59,59,Selena,1997,None,35281794,57895330,128,120072577,20000000,Biography,67.0,0.0,1.0,6.7,0
60,60,Addicted to Love,1997,Rachel Portman,34673095,57895330,99,120072577,45000000,Comedy,49.0,0.0,0.0,6.1,0
61,61,The Relic,1997,John Debney,33956608,57895330,109,120072577,45000000,Horror,55.0,0.0,0.0,5.7,1
62,62,Metro,1997,None,32000301,57895330,117,120072577,45000000,Action,53.93963254593176,0.0,0.0,5.5,0
63,63,For Richer or Poorer,1997,Randy Edelman,31642995,1106000,116,32748995,35000000,Comedy,53.93963254593176,0.0,0.0,5.7,0
64,64,Beverly Hills Ninja,1997,None,31480418,57895330,89,120072577,45000000,Action,27.0,0.0,0.0,5.5,0
65,65,Picture Perfect,1997,Carter Burwell,31407873,12924142,105,44332015,45000000,Comedy,44.0,0.0,0.0,5.5,0
66,66,Home Alone 3,1997,Nick Glennie-Smith,30882515,48200000,102,79082515,32000000,Comedy,53.93963254593176,0.0,0.0,4.4,0
67,67,Fools Rush In,1997,Alan Silvestri,29481428,57895330,109,120072577,45000000,Comedy,37.0,0.0,0.0,6.0,1
68,68,Romy & Michele's High School Reunion,1997,James Newton Howard,29235353,57895330,92,29235353,45000000,Comedy,59.0,0.0,0.0,6.2,1
69,69,Out to Sea,1997,None,29022252,1694649,109,30716901,45000000,Comedy,49.0,0.0,0.0,6.1,0
70,70,Father's Day,1997,James Newton Howard,28598376,57895330,99,120072577,85000000,Action,53.93963254593176,0.0,1.0,6.0,1
71,71,Grosse Pointe Blank,1997,None,28084357,57895330,107,120072577,15000000,Action,76.0,0.0,1.0,7.4,0
72,72,The Edge,1997,Jerry Goldsmith,27873386,15438908,117,43312294,45000000,Action,53.93963254593176,0.0,0.0,6.9,1
73,73,The Little Mermaid,1997,None,111543479,57895330,83,111543479,45000000,Adventure,53.93963254593176,0.0,0.0,6.9,0
74,74,Event Horizon,1997,Michael Kamen,26673242,57895330,95,120072577,45000000,Horror,35.0,0.0,1.0,6.7,0
75,75,An American Werewolf in Paris,1997,None,26570463,57895330,98,120072577,25000000,Comedy,31.0,0.0,1.0,5.1,0
76,76,Boogie Nights,1997,None,26400640,16700954,152,43101594,15000000,Drama,85.0,0.0,1.0,7.9,0
77,77,Murder at 1600,1997,Christopher Young,25804707,57895330,108,120072577,45000000,Action,47.0,0.0,0.0,6.1,0
78,78,Mimic,1997,Marco Beltrami,25480490,57895330,105,120072577,30000000,Horror,55.0,0.0,1.0,5.9,0
79,79,Midnight in the Garden of Good & Evil,1997,None,25105255,57895330,155,120072577,35000000,Crime,57.0,0.0,1.0,6.6,0
80,80,Good Burger,1997,None,23712993,57895330,95,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,5.7,0
81,81,Hoodlum,1997,Elmer Bernstein,23499102,57895330,130,120072577,45000000,Crime,50.0,0.0,0.0,6.3,0
82,82,Air Bud,1997,None,23144499,57895330,98,120072577,3000000,Comedy,53.93963254593176,0.0,1.0,5.1,0
83,83,Red Corner,1997,Thomas Newman,22459274,57895330,122,120072577,45000000,Crime,53.93963254593176,0.0,1.0,6.3,1
84,84,Mr. Magoo,1997,None,21437192,57895330,88,120072577,30000000,Adventure,18.0,0.0,0.0,3.9,0
85,85,Booty Call,1997,None,20050376,57895330,79,120072577,45000000,Comedy,54.0,0.0,0.0,5.4,0
86,86,The Apostle,1997,None,19868354,57895330,133,120072577,5000000,Drama,83.0,0.0,1.0,7.2,0
87,87,Gone Fishin',1997,Randy Edelman,19745922,57895330,95,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,4.7,0
88,88,Thrill Ride,1997,None,18798590,57895330,38,120072577,45000000,Adventure,53.93963254593176,0.0,1.0,7.2,0
89,89,That Darn Cat,1997,None,18301610,57895330,89,120072577,45000000,Action,53.93963254593176,0.0,0.0,4.6,0
90,90,The Postman,1997,James Newton Howard,17626234,57895330,177,120072577,80000000,Action,29.0,0.0,1.0,6.0,1
91,91,That Old Feeling,1997,None,16574176,57895330,206,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,6.1,0
92,92,Fire Down Below,1997,Nick Glennie-Smith,16228448,57895330,105,120072577,45000000,Action,53.93963254593176,0.0,1.0,5.0,0
93,93,Wishmaster,1997,None,15738769,57895330,90,120072577,45000000,Fantasy,53.93963254593176,0.0,0.0,5.8,0
94,94,Rocket Man,1997,None,15448043,57895330,94,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,5.9,0
95,95,Jackie Chan's First Strike,1997,None,15318863,6571982,85,21890845,45000000,Action,53.93963254593176,0.0,1.0,6.6,0
96,96,Eve's Bayou,1997,Terence Blanchard,14842388,57895330,109,120072577,5000000,Drama,78.0,0.0,1.0,7.3,0
97,97,The 6th Man,1997,None,14772788,57895330,109,120072577,45000000,Comedy,53.93963254593176,0.0,0.0,5.7,0
98,98,Saving Private Ryan,1998,John Williams,216540909,265300000,170,481840909,70000000,Drama,90.0,1.0,1.0,8.6,1
99,99,Armageddon,1998,Trevor Rabin,201578182,352131606,144,553709788,140000000,Action,42.0,0.0,1.0,6.6,0
100,100,There's Something About Mary,1998,None,176484651,193400000,119,369884651,23000000,Comedy,69.0,0.0,1.0,7.1,0
101,101,A Bug's Life,1998,Randy Newman,162798565,200460294,96,363258859,120000000,Animation,77.0,0.0,1.0,7.2,0
102,102,The Waterboy,1998,None,161491646,24500000,90,185991646,23000000,Comedy,53.93963254593176,0.0,0.0,6.1,0
103,103,Doctor Dolittle,1998,None,144156605,150300000,85,294456605,71500000,Comedy,46.0,0.0,0.0,5.4,0
104,104,Rush Hour,1998,None,141186864,103200000,97,244386864,33000000,Action,60.0,0.0,1.0,7.0,0
105,105,Deep Impact,1998,James Horner,140464664,209000000,120,349464664,80000000,Action,40.0,0.0,1.0,6.1,1
106,106,Godzilla,1998,David Arnold,136314294,242700000,140,379014294,130000000,Action,62.0,0.0,1.0,6.4,0
108,108,Patch Adams,1998,Marc Shaiman,135026902,67266000,115,202292902,90000000,Biography,25.0,0.0,1.0,6.7,0
109,109,Lethal Weapon 4,1998,Michael Kamen,130444603,155000000,127,285444603,140000000,Action,37.0,0.0,1.0,6.6,0
110,110,The Truman Show,1998,None,125618201,138500000,103,264118201,45000000,Comedy,90.0,0.0,1.0,8.1,0
111,111,Mulan,1998,Jerry Goldsmith,120620254,183700000,88,304320254,90000000,Animation,71.0,0.0,1.0,7.6,1
112,112,You've Got Mail,1998,George Fenton,115821495,135000000,119,250821495,65000000,Comedy,57.0,0.0,1.0,6.6,0
113,113,Enemy of the State,1998,Trevor Rabin,111549836,139100000,131,250649836,90000000,Action,67.0,0.0,1.0,7.3,0
114,114,The Prince of Egypt,1998,Hans Zimmer,101413188,117200000,99,218613188,70000000,Animation,64.0,1.0,1.0,7.0,1
115,115,The Rugrats Movie,1998,Mark Mothersbaugh,100494675,40400000,81,140894675,24000000,missing,53.93963254593176,0.0,0.0,7.3,0
116,116,Shakespeare in Love,1998,Stephen Warbeck,100317794,189000000,123,289317794,25000000,Comedy,87.0,1.0,1.0,7.1,0
117,117,The Mask of Zorro,1998,James Horner,94095523,156193000,137,250288523,95000000,Action,63.0,0.0,1.0,6.7,1
118,118,Stepmom,1998,John Williams,91137662,68573131,125,159710793,50000000,Comedy,58.0,0.0,1.0,6.7,1
119,119,Antz,1998,John Powell,90757863,81000000,84,171757863,105000000,Animation,72.0,0.0,1.0,6.6,0
120,120,Everest,1998,None,87178599,40811529,45,127990128,65000000,Action,64.0,0.0,0.0,7.1,0
122,122,The X-Files,1998,None,83898313,105278110,121,189176423,45000000,Drama,53.93963254593176,1.0,1.0,8.7,0
123,123,The Wedding Singer,1998,Teddy Castellucci,80245725,43061262,110,123306987,18000000,Comedy,59.0,0.0,1.0,6.8,0
124,124,City of Angels,1998,Gabriel Yared,78685114,120000000,114,198685114,55000000,Drama,54.0,0.0,1.0,6.7,0
125,125,The Horse Whisperer,1998,Thomas Newman,75383563,111500000,169,186883563,45000000,Drama,65.0,0.0,1.0,6.6,1
126,126,"Six Days, Seven Nights",1998,Randy Edelman,74339294,90500000,102,164839294,80000000,Action,53.93963254593176,0.0,1.0,5.8,0
127,127,Star Trek: Insurrection,1998,Jerry Goldsmith,70187658,42400000,103,112587658,58000000,Action,64.0,0.0,1.0,6.4,1
128,128,Blade,1998,Mark Isham,70087718,61095812,120,131183530,45000000,Action,45.0,0.0,1.0,7.1,0
129,129,Lost in Space,1998,None,69117629,67041794,130,136159423,80000000,Adventure,53.93963254593176,0.0,0.0,7.2,0
130,130,A Perfect Murder,1998,James Newton Howard,67638368,60400000,108,128038368,45000000,Crime,50.0,0.0,1.0,6.5,1
131,131,The Parent Trap,1998,Alan Silvestri,66308518,25800000,128,92108518,45000000,Adventure,64.0,0.0,1.0,6.5,1
132,132,Ever After: A Cinderella Story,1998,George Fenton,65705771,32299895,121,98005666,26000000,Comedy,66.0,0.0,1.0,7.0,0
133,133,Hope Floats,1998,None,60053195,21418687,114,81471882,45000000,Drama,42.0,0.0,1.0,5.9,0
134,134,Life Is Beautiful,1998,None,57563264,171600000,116,229163264,45000000,Comedy,59.0,1.0,1.0,8.6,0
135,135,U.S. Marshals,1998,Jerry Goldsmith,57167405,45200000,131,102367405,45000000,Action,47.0,0.0,0.0,6.5,1
136,136,The Man in the Iron Mask,1998,Nick Glennie-Smith,56968902,126000000,172,182968902,35000000,Action,48.0,0.0,1.0,6.5,0
137,137,A Civil Action,1998,Danny Elfman,56709981,57895330,115,120072577,75000000,Drama,68.0,0.0,1.0,6.5,1
138,138,Snake Eyes,1998,None,55591409,48300000,98,103891409,73000000,Crime,52.0,0.0,1.0,6.0,0
139,139,What Dreams May Come,1998,Michael Kamen,55382927,57895330,114,120072577,85000000,Drama,44.0,1.0,1.0,7.0,0
140,140,Halloween: H20,1998,John Ottman,55041738,57895330,86,120072577,17000000,Horror,52.0,0.0,1.0,5.7,0
141,141,Small Soldiers,1998,Jerry Goldsmith,54682547,57895330,110,120072577,40000000,Animation,53.93963254593176,0.0,1.0,6.1,1
142,142,T-Rex: Back to the Cretaceous,1998,William Ross,53354743,50605624,45,103960367,45000000,Adventure,53.93963254593176,0.0,1.0,4.7,0
143,143,Mighty Joe Young,1998,James Horner,50632037,57895330,114,120072577,90000000,Action,53.93963254593176,0.0,1.0,5.6,1
144,144,Practical Magic,1998,Alan Silvestri,46683377,57895330,104,120072577,75000000,Comedy,46.0,0.0,1.0,6.2,1
145,145,Meet Joe Black,1998,Thomas Newman,44619100,98321000,181,142940100,90000000,Drama,43.0,0.0,1.0,7.2,1
146,146,The Negotiator,1998,Graeme Revell,44547681,57895330,139,120072577,50000000,Action,62.0,0.0,1.0,7.3,0
147,147,Ronin,1998,None,41616262,57895330,120,120072577,55000000,Action,67.0,0.0,1.0,7.3,0
148,148,The Siege,1998,Graeme Revell,40981289,75691623,116,116672912,70000000,Action,53.0,0.0,1.0,6.3,0
149,149,Mysteries of Egypt,1998,None,40593486,4110245,38,44703731,45000000,Documentary,53.0,0.0,1.0,6.6,0
150,150,Pleasantville,1998,Randy Newman,40584421,9221041,124,49805462,60000000,Comedy,71.0,0.0,1.0,7.5,0
151,151,The Faculty,1998,Marco Beltrami,40283321,57895330,117,120072577,15000000,Horror,61.0,0.0,0.0,6.5,0
152,152,I Still Know What You Did Last Summer,1998,John Frizzell,40002112,57895330,100,120072577,65000000,Horror,21.0,0.0,1.0,4.6,0
153,153,Primary Colors,1998,None,39001187,13089000,144,52090187,65000000,Comedy,70.0,0.0,1.0,6.7,0
154,154,Urban Legend,1998,Christopher Young,38072438,34455157,100,72527595,14000000,Horror,35.0,0.0,1.0,5.5,0
155,155,How Stella Got Her Groove Back,1998,None,37672941,1605781,124,39278722,20000000,Comedy,56.0,0.0,1.0,5.6,0
156,156,Out of Sight,1998,David Holmes,37562568,40183000,120,77745568,48000000,Crime,85.0,0.0,1.0,7.0,0
157,157,Sphere,1998,Elliot Goldenthal,37020277,57895330,152,120072577,80000000,Drama,35.0,0.0,0.0,6.1,0
158,158,The Thin Red Line,1998,Hans Zimmer,36400491,61726074,170,98126565,52000000,Drama,78.0,0.0,1.0,7.6,1
159,159,Jack Frost,1998,Trevor Rabin,34562556,57895330,102,120072577,85000000,Horror,53.93963254593176,0.0,0.0,4.6,0
160,160,Mercury Rising,1998,None,32935289,60172000,112,93107289,45000000,Action,37.0,0.0,1.0,6.1,0
161,161,Bride of Chucky,1998,Graeme Revell,32383850,18288000,89,50671850,25000000,Comedy,53.93963254593176,0.0,1.0,5.4,0
162,162,A Night at the Roxbury,1998,David Kitay,30331165,57895330,81,120072577,17000000,Comedy,26.0,0.0,0.0,6.2,0
163,163,Wild Things,1998,None,30147739,57895330,108,120072577,20000000,Crime,52.0,0.0,1.0,6.5,0
164,164,Madeline,1998,None,29967750,57895330,88,120072577,45000000,Family,53.93963254593176,0.0,0.0,6.0,0
165,165,Spice World,1998,None,29342592,57895330,90,120072577,25000000,Comedy,32.0,0.0,1.0,3.4,0
166,166,The Object of My Affection,1998,George Fenton,29187243,17718646,111,46905889,45000000,Comedy,51.0,0.0,1.0,6.0,0
167,167,Grease,1998,None,188755690,57895330,110,120072577,45000000,Musical,70.0,0.0,1.0,7.2,0
168,168,The Big Hit,1998,Graeme Revell,27007143,57895330,91,120072577,13000000,Action,31.0,0.0,0.0,6.1,0
169,169,Paulie,1998,John Debney,26875268,57895330,92,120072577,23000000,Adventure,53.93963254593176,0.0,1.0,6.5,1
170,170,Bulworth,1998,None,26528185,2674699,108,29202884,30000000,Comedy,75.0,0.0,1.0,6.8,0
171,171,Great Expectations,1998,Patrick Doyle,26420672,29073394,111,55494066,45000000,Drama,55.0,0.0,1.0,6.8,0
172,172,Can't Hardly Wait,1998,David Kitay,25605015,57895330,101,120072577,10000000,Comedy,52.0,0.0,0.0,6.5,0
173,173,Fallen,1998,Tan Dun,25232289,57895330,124,120072577,45000000,Adventure,47.0,0.0,0.0,5.5,0
174,174,Waking Ned Devine,1998,None,24792251,30465199,91,55257450,3000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
175,175,The Avengers,1998,None,23384939,57895330,90,23384939,60000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
176,176,One True Thing,1998,Cliff Eidelman,23245840,3371000,128,26616840,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
178,178,The Players Club,1998,None,23047939,213546,103,23261485,5000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
180,180,Rounders,1998,Christopher Young,22912409,57895330,121,120072577,12000000,Crime,54.0,0.0,1.0,7.3,0
181,181,Beloved,1998,Rachel Portman,22852487,57895330,172,120072577,80000000,Drama,57.0,0.0,1.0,5.9,0
182,182,The Borrowers,1998,Harry Gregson-Williams,22619589,57895330,83,22619589,29000000,Adventure,53.93963254593176,0.0,1.0,5.8,0
183,183,Quest for Camelot,1998,Patrick Doyle,22510798,57895330,86,120072577,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
184,184,He Got Game,1998,None,21567853,57895330,136,120072577,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
185,185,Psycho,1998,None,21456130,15685000,100,37141130,60000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
186,186,John Carpenter's Vampires,1998,None,20308772,57895330,108,120072577,20000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
187,187,Mafia!,1998,John Frizzell,19889299,57895330,83,120072577,10000000,Comedy,53.93963254593176,0.0,0.0,5.5,0
188,188,Hard Rain,1998,Christopher Young,19870567,57895330,110,120072577,70000000,Crime,36.0,0.0,0.0,5.8,0
189,189,Species II,1998,Ed Shearmur,19221939,57895330,93,120072577,45000000,Action,19.0,0.0,0.0,4.3,0
190,190,The Replacement Killers,1998,Harry Gregson-Williams,19204929,57895330,88,120072577,30000000,Action,42.0,0.0,0.0,6.1,0
191,191,The Odd Couple II,1998,Alan Silvestri,18912328,57895330,96,120072577,45000000,Adventure,53.93963254593176,0.0,0.0,6.4,1
192,192,Babe: Pig in the City,1998,None,18319860,50812000,90,69131860,90000000,Adventure,68.0,0.0,1.0,5.8,0
193,193,Simon Birch,1998,Marc Shaiman,18253415,57895330,125,120072577,20000000,Comedy,39.0,0.0,1.0,6.9,0
194,194,Disturbing Behavior,1998,None,17514980,57895330,83,120072577,15000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
195,195,Half Baked,1998,None,17460020,57895330,97,120072577,45000000,Comedy,16.0,0.0,0.0,6.7,0
196,196,The Big Lebowski,1998,Carter Burwell,17451873,28690764,117,46142637,15000000,Comedy,69.0,0.0,1.0,8.1,0
197,197,Rushmore,1998,Mark Mothersbaugh,17105219,57895330,90,17105219,9000000,Comedy,86.0,0.0,1.0,7.7,0
198,198,54,1998,Marco Beltrami,16757163,57895330,86,120072577,13000000,Drama,33.0,0.0,0.0,5.8,0
199,199,Dance with Me,1998,None,15923122,57895330,127,120072577,45000000,Drama,53.93963254593176,0.0,0.0,5.9,0
200,200,The Sixth Sense,1999,James Newton Howard,293506292,379300000,107,672806292,40000000,Mystery,64.0,0.0,1.0,8.1,1
201,201,Toy Story 2,1999,Randy Newman,245852179,251514690,92,497366869,90000000,Animation,88.0,0.0,1.0,7.9,0
202,202,Austin Powers: The Spy Who Shagged Me,1999,None,206040086,105976772,95,312016858,33000000,Action,59.0,0.0,1.0,6.6,0
203,203,The Matrix,1999,None,171479930,292037453,136,463517383,63000000,Sci-Fi,73.0,1.0,1.0,8.7,0
205,205,Tarzan,1999,Mark Mancina,171091819,277100000,88,448191819,130000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
206,206,Big Daddy,1999,Teddy Castellucci,163479795,71322100,93,234801895,34200000,Comedy,41.0,0.0,1.0,6.4,0
207,207,The Mummy,1999,Jerry Goldsmith,155385488,260547918,124,415933406,80000000,Action,34.0,0.0,1.0,5.5,1
209,209,Runaway Bride,1999,James Newton Howard,152257509,157200000,116,309457509,70000000,Comedy,39.0,0.0,1.0,5.5,1
210,210,The Blair Witch Project,1999,None,140539099,108100000,86,248639099,60000,Horror,81.0,0.0,1.0,6.4,0
211,211,Stuart Little,1999,Alan Silvestri,140035367,160100000,84,300135367,133000000,Adventure,61.0,0.0,1.0,5.9,1
212,212,The Green Mile,1999,Thomas Newman,136801374,150000000,188,286801374,60000000,Crime,61.0,0.0,1.0,8.5,1
213,213,American Beauty,1999,Thomas Newman,130096601,226200000,122,356296601,15000000,Drama,86.0,1.0,1.0,8.4,1
214,214,The World Is Not Enough,1999,David Arnold,126943684,234888716,128,361832400,135000000,Action,57.0,0.0,1.0,6.4,0
215,215,Double Jeopardy,1999,None,116741558,61100000,105,177841558,70000000,Crime,40.0,0.0,1.0,6.4,0
216,216,Notting Hill,1999,Trevor Jones,116089678,247800000,124,363889678,42000000,Comedy,66.0,0.0,1.0,7.1,0
217,217,Wild Wild West,1999,Elmer Bernstein,113804681,108300000,107,222104681,170000000,Action,38.0,0.0,1.0,4.9,0
218,218,Analyze This,1999,Howard Shore,106885658,70000000,103,176885658,80000000,Comedy,61.0,0.0,1.0,6.7,1
219,219,The General's Daughter,1999,Carter Burwell,102705852,47000000,117,149705852,95000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
220,220,American Pie,1999,None,102561004,132922000,95,235483004,11000000,Comedy,58.0,0.0,1.0,7.0,0
221,221,Sleepy Hollow,1999,Danny Elfman,101071502,105000000,105,206071502,100000000,Adventure,53.93963254593176,0.0,0.0,7.4,1
222,222,Inspector Gadget,1999,John Debney,97403112,37000000,78,134403112,90000000,Action,36.0,0.0,1.0,4.1,1
223,223,The Haunting,1999,Jerry Goldsmith,91411151,85900000,113,177311151,80000000,Fantasy,53.93963254593176,0.0,1.0,4.9,1
224,224,Entrapment,1999,Christopher Young,87704396,124700000,113,212404396,66000000,Action,54.0,0.0,1.0,6.3,0
225,225,Pokemon: The First Movie,1999,None,85744662,77900000,96,163644662,30000000,Animation,53.93963254593176,0.0,1.0,6.0,0
226,226,Payback,1999,None,81526121,80100000,101,161626121,90000000,Action,46.0,0.0,1.0,7.1,0
227,227,The Talented Mr. Ripley,1999,Gabriel Yared,81298265,47500000,139,128798265,40000000,Crime,76.0,0.0,1.0,7.4,0
228,228,Any Given Sunday,1999,None,75530832,24700000,157,100230832,55000000,Drama,52.0,0.0,1.0,6.9,0
229,229,Deep Blue Sea,1999,Trevor Rabin,73648142,91000000,105,164648142,60000000,Horror,53.93963254593176,0.0,0.0,3.2,0
230,230,Galaxy Quest,1999,None,71583916,19100000,102,90683916,45000000,Adventure,70.0,0.0,1.0,7.3,0
